word	pos	cefr	cefr_all	list
closed	adj	A2	A2	oxford3000
closely	adv	B2	B2	oxford3000
closure	n	C1	C1	oxford5000
cloth	n	B1	B1	oxford3000
clothes	n	A1	A1	oxford3000
clothing	n	A2	A2	oxford3000
cloud	n	A2	A2	oxford3000
club	n	A1	A1	oxford3000
clue	n	B1	B1	oxford3000
cluster	n	C1	C1	oxford5000
coach	n|v	A2	A2|B1	oxford3000
coal	n	B1	B1	oxford3000
coalition	n	C1	C1	oxford5000
coast	n	A2	A2	oxford3000
coastal	adj	C1	C1	oxford5000
coat	n	A1	A1	oxford3000
cocktail	n	C1	C1	oxford5000
code	n	A2	A2	oxford3000
coffee	n	A1	A1	oxford3000
cognitive	adj	C1	C1	oxford5000
coin	n	B1	B1	oxford3000
coincide	v	C1	C1	oxford5000
coincidence	n	B2	B2	oxford5000
cold	adj|n	A1	A1	oxford3000
collaborate	v	C1	C1	oxford5000
collaboration	n	C1	C1	oxford5000
collapse	v|n	B2	B2	oxford3000
colleague	n	A2	A2	oxford3000
collect	v	A2	A2	oxford3000
collection	n	B1	B1	oxford3000
collective	adj	C1	C1	oxford5000
collector	n	B2	B2	oxford5000
college	n	A1	A1	oxford3000
collision	n	C1	C1	oxford5000
colonial	adj	C1	C1	oxford5000
colony	n	B2	B2	oxford5000
colour	n	A1	A1	oxford3000
coloured	adj	B1	B1	oxford3000
colourful	adj	B2	B2	oxford5000
column	n	A2	A2	oxford3000
columnist	n	C1	C1	oxford5000
combat	n|v	C1	C1	oxford5000
combination	n	B2	B2	oxford3000
combine	v	B1	B1	oxford3000
come	v	A1	A1	oxford3000
comedy	n	A2	A2	oxford3000
comfort	n|v	B2	B2	oxford3000
comfortable	adj	A2	A2	oxford3000
comic	adj|n	B2	B2	oxford5000
command	n|v	B2	B2	oxford3000
commander	n	B2	B2	oxford5000
commence	v	C1	C1	oxford5000
comment	n|v	A2	A2|B1	oxford3000
commentary	n	C1	C1	oxford5000
commentator	n	C1	C1	oxford5000
commerce	n	C1	C1	oxford5000
commercial	adj|n	B1	B1	oxford3000
commission	n|v	B2	B2	oxford3000
commissioner	n	C1	C1	oxford5000
commit	v	B1	B1	oxford3000
commitment	n	B2	B2	oxford3000
committee	n	B2	B2	oxford3000
commodity	n	C1	C1	oxford5000
common	adj|n	A1	A1	oxford3000
commonly	adv	B2	B2	oxford3000
communicate	v	A2	A2	oxford3000
communication	n	B1	B1	oxford3000
communist	adj	C1	C1	oxford5000
community	n	A2	A2	oxford3000
companion	n	C1	C1	oxford5000
company	n	A1	A1	oxford3000
comparable	adj	C1	C1	oxford5000
comparative	adj	B2	B2	oxford5000
compare	v	A1	A1	oxford3000
comparison	n	B1	B1	oxford3000
compassion	n	C1	C1	oxford5000
compel	v	C1	C1	oxford5000
compelling	adj	C1	C1	oxford5000
compensate	v	C1	C1	oxford5000
compensation	n	C1	C1	oxford5000
compete	v	A2	A2	oxford3000
competence	n	C1	C1	oxford5000
competent	adj	C1	C1	oxford5000
competition	n	A2	A2	oxford3000
competitive	adj	B1	B1	oxford3000
competitor	n	B1	B1	oxford3000
compile	v	C1	C1	oxford5000
complain	v	A2	A2	oxford3000
complaint	n	B1	B1	oxford3000
complement	v	C1	C1	oxford5000
complete	adj|v	A1	A1	oxford3000
completely	adv	A2	A2	oxford3000
completion	n	B2	B2	oxford5000
complex	adj|n	B1	B1|B2	oxford3000
complexity	n	C1	C1	oxford5000
compliance	n	C1	C1	oxford5000
complicated	adj	B2	B2	oxford3000
complication	n	C1	C1	oxford5000
comply	v	C1	C1	oxford5000
component	n	B2	B2	oxford3000
compose	v	B2	B2	oxford5000
composer	n	B2	B2	oxford5000
composition	n	C1	C1	oxford5000
compound	n	B2	B2	oxford5000
comprehensive	adj	B2	B2	oxford5000
comprise	v	B2	B2	oxford5000
compromise	n|v	C1	C1	oxford5000
compulsory	adj	B2	B2	oxford5000
compute	v	C1	C1	oxford5000
computer	n	A1	A1	oxford3000
conceal	v	C1	C1	oxford5000
concede	v	C1	C1	oxford5000
conceive	v	C1	C1	oxford5000
concentrate	v	B1	B1	oxford3000
concentration	n	B2	B2	oxford3000
concept	n	B2	B2	oxford3000
conception	n	C1	C1	oxford5000
concern	n|v	B2	B2	oxford3000
concerned	adj	B2	B2	oxford3000
concert	n	A1	A1	oxford3000
concession	n	C1	C1	oxford5000
conclude	v	B1	B1	oxford3000
conclusion	n	B1	B1	oxford3000
concrete	adj|n	B2	B2	oxford5000
condemn	v	C1	C1	oxford5000
condition	n	A2	A2	oxford3000
conduct	v|n	B2	B2	oxford3000
confer	v	C1	C1	oxford5000
conference	n	A2	A2	oxford3000
confess	v	B2	B2	oxford5000
confession	n	C1	C1	oxford5000
confidence	n	B2	B2	oxford3000
confident	adj	B1	B1	oxford3000
configuration	n	C1	C1	oxford5000
confine	v	C1	C1	oxford5000
confirm	v	B1	B1	oxford3000
confirmation	n	C1	C1	oxford5000
conflict	n|v	B2	B2	oxford3000
confront	v	C1	C1	oxford5000
confrontation	n	C1	C1	oxford5000
confuse	v	B1	B1	oxford3000
confused	adj	B1	B1	oxford3000
confusing	adj	B2	B2	oxford3000
confusion	n	B2	B2	oxford5000
congratulate	v	C1	C1	oxford5000
congregation	n	C1	C1	oxford5000
congressional	adj	C1	C1	oxford5000
connect	v	A2	A2	oxford3000
connected	adj	A2	A2	oxford3000
connection	n	B1	B1	oxford3000
conquer	v	C1	C1	oxford5000
conscience	n	C1	C1	oxford5000
conscious	adj	B2	B2	oxford3000
consciousness	n	C1	C1	oxford5000
consecutive	adj	C1	C1	oxford5000
consensus	n	C1	C1	oxford5000
consent	n|v	C1	C1	oxford5000
consequence	n	B1	B1	oxford3000
consequently	adv	B2	B2	oxford5000
conservation	n	B2	B2	oxford5000
conservative	adj|n	B2	B2	oxford3000
conserve	v	C1	C1	oxford5000
consider	v	A2	A2	oxford3000
considerable	adj	B2	B2	oxford5000
considerably	adv	B2	B2	oxford5000
consideration	n	B2	B2	oxford3000
consist	v	B1	B1	oxford3000
consistency	n	C1	C1	oxford5000
consistent	adj	B2	B2	oxford3000
consistently	adv	B2	B2	oxford5000
consolidate	v	C1	C1	oxford5000
conspiracy	n	B2	B2	oxford5000
constant	adj	B2	B2	oxford3000
constantly	adv	B2	B2	oxford3000
constituency	n	C1	C1	oxford5000
constitute	v	C1	C1	oxford5000
constitution	n	C1	C1	oxford5000
constitutional	adj	C1	C1	oxford5000
constraint	n	C1	C1	oxford5000
construct	v	B2	B2	oxford3000
construction	n	B2	B2	oxford3000
consult	v	B2	B2	oxford5000
consultant	n	B2	B2	oxford5000
consultation	n	C1	C1	oxford5000
consume	v	B1	B1	oxford3000
consumer	n	B1	B1	oxford3000
consumption	n	B2	B2	oxford5000
contact	n|v	B1	B1	oxford3000
contain	v	A2	A2	oxford3000
container	n	B1	B1	oxford3000
contemplate	v	C1	C1	oxford5000
contemporary	adj	B2	B2	oxford3000
contempt	n	C1	C1	oxford5000
contend	v	C1	C1	oxford5000
contender	n	C1	C1	oxford5000
content	n|adj	B1	B1|C1	oxford3000
contention	n	C1	C1	oxford5000
contest	n|v	B2	B2	oxford3000
context	n	A2	A2	oxford3000
continent	n	A2	A2	oxford3000
continually	adv	C1	C1	oxford5000
continue	v	A2	A2	oxford3000
continuous	adj	B1	B1	oxford3000
contract	n|v	B2	B2	oxford3000
contractor	n	C1	C1	oxford5000
contradiction	n	C1	C1	oxford5000
contrary	adj|n	C1	C1	oxford5000
contrast	n|v	B1	B1	oxford3000
contribute	v	B2	B2	oxford3000
contribution	n	B2	B2	oxford3000
contributor	n	C1	C1	oxford5000
control	n|v	A2	A2	oxford3000
controversial	adj	B2	B2	oxford5000
controversy	n	B2	B2	oxford5000
convenience	n	B2	B2	oxford5000
convenient	adj	B1	B1	oxford3000
convention	n	B2	B2	oxford5000
conventional	adj	B2	B2	oxford5000
conversation	n	A1	A1	oxford3000
conversion	n	C1	C1	oxford5000
convert	v	B2	B2	oxford3000
convey	v	B2	B2	oxford5000
convict	v	C1	C1	oxford5000
conviction	n	C1	C1	oxford5000
convince	v	B1	B1	oxford3000
convinced	adj	B2	B2	oxford3000
convincing	adj	B2	B2	oxford5000
cook	v|n	A1	A1|A2	oxford3000
cooker	n	A2	A2	oxford3000
cooking	n	A1	A1	oxford3000
cool	adj|v	A1	A1|B1	oxford3000
cooperate	v	C1	C1	oxford5000
cooperative	adj	C1	C1	oxford5000
coordinate	v	C1	C1	oxford5000
coordination	n	C1	C1	oxford5000
coordinator	n	C1	C1	oxford5000
cop	n	C1	C1	oxford5000
cope	v	B2	B2	oxford5000
copper	n	C1	C1	oxford5000
copy	n|v	A2	A2	oxford3000
copyright	n	C1	C1	oxford5000
core	n|adj	B2	B2	oxford3000
corner	n	A2	A2	oxford3000
corporate	adj	B2	B2	oxford3000
corporation	n	B2	B2	oxford5000
correct	adj|v	A1	A1	oxford3000
correction	n	C1	C1	oxford5000
correctly	adv	A2	A2	oxford3000
correlate	v	C1	C1	oxford5000
correlation	n	C1	C1	oxford5000
correspond	v	C1	C1	oxford5000
correspondence	n	C1	C1	oxford5000
correspondent	n	C1	C1	oxford5000
corresponding	adj	C1	C1	oxford5000
corridor	n	B2	B2	oxford5000
corrupt	adj	C1	C1	oxford5000
corruption	n	C1	C1	oxford5000
cost	n|v	A1	A1	oxford3000
costly	adj	C1	C1	oxford5000
costume	n	B1	B1	oxford3000
cottage	n	B1	B1	oxford3000
cotton	n	B1	B1	oxford3000
could	modal v	A1	A1	oxford3000
council	n	B2	B2	oxford3000
councillor	n	C1	C1	oxford5000
counselling	n	C1	C1	oxford5000
counsellor	n	C1	C1	oxford5000
count	v|n	A2	A2|B1	oxford3000
counter	n|v	B2	B2|C1	oxford5000
counterpart	n	C1	C1	oxford5000
countless	adj	C1	C1	oxford5000
country	n	A1	A1	oxford3000
countryside	n	B1	B1	oxford3000
county	n	B2	B2	oxford3000
coup	n	C1	C1	oxford5000
couple	n	A2	A2	oxford3000
courage	n	B2	B2	oxford3000
course	n	A1	A1	oxford3000
court	n	B1	B1	oxford3000
courtesy	n	C1	C1	oxford5000
cousin	n	A1	A1	oxford3000
cover	v|n	A2	A2|B1	oxford3000
coverage	n	B2	B2	oxford5000
covered	adj	B1	B1	oxford3000
cow	n	A1	A1	oxford3000
crack	v|n	B2	B2	oxford5000
craft	n|v	B2	B2|C1	oxford5000
crash	n|v	B2	B2	oxford3000
crawl	v	C1	C1	oxford5000
crazy	adj	A2	A2	oxford3000
cream	n|adj	A1	A1|B1	oxford3000
create	v	A1	A1	oxford3000
creation	n	B2	B2	oxford3000
creative	adj	A2	A2	oxford3000
creativity	n	B2	B2	oxford5000
creator	n	C1	C1	oxford5000
creature	n	B2	B2	oxford3000
credibility	n	C1	C1	oxford5000
credible	adj	C1	C1	oxford5000
credit	n|v	A2	A2|B2	oxford3000
creep	v	C1	C1	oxford5000
crew	n	B2	B2	oxford3000
crime	n	A2	A2	oxford3000
criminal	n|adj	A2	A2|B1	oxford3000
crisis	n	B2	B2	oxford3000
criterion	n	B2	B2	oxford3000
critic	n	B2	B2	oxford3000
critical	adj	B2	B2	oxford3000
critically	adv	B2	B2	oxford5000
criticism	n	B2	B2	oxford3000
criticize	v	B2	B2	oxford3000
critique	n	C1	C1	oxford5000
crop	n	B2	B2	oxford3000
cross	v|n	A2	A2	oxford3000
crowd	n	A2	A2	oxford3000
crowded	adj	A2	A2	oxford3000
crown	n	C1	C1	oxford5000
crucial	adj	B2	B2	oxford3000
crude	adj	C1	C1	oxford5000
cruel	adj	B1	B1	oxford3000
cruise	n|v	B2	B2	oxford5000
crush	v	C1	C1	oxford5000
cry	v|n	A2	A2|B2	oxford3000
crystal	n	C1	C1	oxford5000
cue	n	B2	B2	oxford5000
cult	n|adj	C1	C1	oxford5000
cultivate	v	C1	C1	oxford5000
cultural	adj	B1	B1	oxford3000
culture	n	A1	A1	oxford3000
cup	n	A1	A1	oxford3000
cupboard	n	A2	A2	oxford3000
cure	v|n	B2	B2	oxford3000
curiosity	n	C1	C1	oxford5000
curious	adj	B2	B2	oxford5000
curly	adj	A2	A2	oxford3000
currency	n	B1	B1	oxford3000
current	adj|n	B1	B1|B2	oxford3000
currently	adv	B1	B1	oxford3000
curriculum	n	B2	B2	oxford5000
curtain	n	B1	B1	oxford3000
curve	n|v	B2	B2	oxford3000
curved	adj	B2	B2	oxford3000
custody	n	C1	C1	oxford5000
custom	n	B1	B1	oxford3000
customer	n	A1	A1	oxford3000
cut	v|n	A1	A1|B1	oxford3000
cute	adj	B2	B2	oxford5000
cutting	n	C1	C1	oxford5000
cycle	n|v	A2	A2	oxford3000
cynical	adj	C1	C1	oxford5000
dad	n	A1	A1	oxford3000
daily	adj|adv	A2	A2|B1	oxford3000
dairy	n|adj	B2	B2	oxford5000
dam	n	C1	C1	oxford5000
damage	n|v	B1	B1	oxford3000
damaging	adj	C1	C1	oxford5000
dance	n|v	A1	A1	oxford3000
dancer	n	A1	A1	oxford3000
dancing	n	A1	A1	oxford3000
danger	n	A2	A2	oxford3000
dangerous	adj	A1	A1	oxford3000
dare	v	B2	B2	oxford5000
dark	adj|n	A1	A1|A2	oxford3000
darkness	n	B2	B2	oxford5000
data	n	A2	A2	oxford3000
database	n	B2	B2	oxford5000
date	n|v	A1	A1|B2	oxford3000
daughter	n	A1	A1	oxford3000
dawn	n	C1	C1	oxford5000
day	n	A1	A1	oxford3000
dead	adj	A2	A2	oxford3000
deadline	n	B2	B2	oxford5000
deadly	adj	B2	B2	oxford5000
deal	v|n	A2	A2|B1	oxford3000
dealer	n	B2	B2	oxford5000
dear	adj|exclam	A1	A1|A2	oxford3000
death	n	A2	A2	oxford3000
debate	n|v	B2	B2	oxford3000
debris	n	C1	C1	oxford5000
debt	n	B2	B2	oxford3000
debut	n	C1	C1	oxford5000
decade	n	B1	B1	oxford3000
december	n	A1	A1	oxford3000
decent	adj	B2	B2	oxford3000
decide	v	A1	A1	oxford3000
decision	n	A2	A2	oxford3000
decision-making	n	C1	C1	oxford5000
decisive	adj	C1	C1	oxford5000
deck	n	B2	B2	oxford5000
declaration	n	C1	C1	oxford5000
declare	v	B2	B2	oxford3000
decline	v|n	B2	B2	oxford3000
decorate	v	B1	B1	oxford3000
decoration	n	B2	B2	oxford3000
decrease	v|n	B2	B2	oxford3000
dedicated	adj	C1	C1	oxford5000
dedication	n	C1	C1	oxford5000
deed	n	C1	C1	oxford5000
deem	v	C1	C1	oxford5000
deep	adj|adv	A2	A2|B1	oxford3000
deeply	adv	B2	B2	oxford3000
default	n	C1	C1	oxford5000
defeat	v|n	B2	B2	oxford3000
defect	n	C1	C1	oxford5000
defence	n	B2	B2	oxford3000
defend	v	B2	B2	oxford3000
defender	n	B2	B2	oxford5000
defensive	adj	C1	C1	oxford5000
deficiency	n	C1	C1	oxford5000
deficit	n	C1	C1	oxford5000
define	v	B1	B1	oxford3000
definite	adj	B1	B1	oxford3000
definitely	adv	A2	A2	oxford3000
definition	n	B1	B1	oxford3000
defy	v	C1	C1	oxford5000
degree	n	A2	A2	oxford3000
delay	v|n	B2	B2	oxford3000
delegate	n	C1	C1	oxford5000
delegation	n	C1	C1	oxford5000
delete	v	B2	B2	oxford5000
deliberate	adj	B2	B2	oxford3000
deliberately	adv	B2	B2	oxford3000
delicate	adj	C1	C1	oxford5000
delicious	adj	A1	A1	oxford3000
delight	v|n	B2	B2	oxford3000
delighted	adj	B2	B2	oxford3000
deliver	v	B1	B1	oxford3000
delivery	n	B2	B2	oxford3000
demand	n|v	B2	B2	oxford3000
democracy	n	B2	B2	oxford5000
democratic	adj	B2	B2	oxford5000
demon	n	C1	C1	oxford5000
demonstrate	v	B2	B2	oxford3000
demonstration	n	B2	B2	oxford5000
denial	n	C1	C1	oxford5000
denounce	v	C1	C1	oxford5000
dense	adj	C1	C1	oxford5000
density	n	C1	C1	oxford5000
dentist	n	A2	A2	oxford3000
deny	v	B2	B2	oxford3000
depart	v	B2	B2	oxford5000
department	n	A2	A2	oxford3000
departure	n	B1	B1	oxford3000
depend	v	A2	A2	oxford3000
dependence	n	C1	C1	oxford5000
dependent	adj	B2	B2	oxford5000
depict	v	C1	C1	oxford5000
deploy	v	C1	C1	oxford5000
deployment	n	C1	C1	oxford5000
deposit	n|v	B2	B2|C1	oxford5000
depressed	adj	B2	B2	oxford3000
depressing	adj	B2	B2	oxford3000
depression	n	B2	B2	oxford5000
deprive	v	C1	C1	oxford5000
depth	n	B2	B2	oxford3000
deputy	n	C1	C1	oxford5000
derive	v	B2	B2	oxford5000
descend	v	C1	C1	oxford5000
descent	n	C1	C1	oxford5000
describe	v	A1	A1	oxford3000
description	n	A1	A1	oxford3000
desert	n|v	A2	A2|B2	oxford3000
deserve	v	B2	B2	oxford3000
design	n|v	A1	A1	oxford3000
designate	v	C1	C1	oxford5000
designer	n	A2	A2	oxford3000
desirable	adj	C1	C1	oxford5000
desire	n|v	B2	B2	oxford3000
desk	n	A1	A1	oxford3000
desktop	n	C1	C1	oxford5000
desperate	adj	B2	B2	oxford3000
desperately	adv	B2	B2	oxford5000
despite	prep	B1	B1	oxford3000
destination	n	B1	B1	oxford3000
destroy	v	A2	A2	oxford3000
destruction	n	B2	B2	oxford5000
destructive	adj	C1	C1	oxford5000
detail	n|v	A1	A1|B2	oxford3000
detailed	adj	B2	B2	oxford3000
detain	v	C1	C1	oxford5000
detect	v	B2	B2	oxford3000
detection	n	C1	C1	oxford5000
detective	n	A2	A2	oxford3000
detention	n	C1	C1	oxford5000
deteriorate	v	C1	C1	oxford5000
determination	n	B2	B2	oxford5000
determine	v	B1	B1	oxford3000
determined	adj	B1	B1	oxford3000
devastate	v	C1	C1	oxford5000
develop	v	A2	A2	oxford3000
development	n	B1	B1	oxford3000
device	n	A2	A2	oxford3000
devil	n	C1	C1	oxford5000
devise	v	C1	C1	oxford5000
devote	v	B2	B2	oxford5000
diagnose	v	C1	C1	oxford5000
diagnosis	n	C1	C1	oxford5000
diagram	n	B1	B1	oxford3000
dialogue	n	A1	A1	oxford3000
diamond	n	B1	B1	oxford3000
diary	n	A2	A2	oxford3000
dictate	v	C1	C1	oxford5000
dictator	n	C1	C1	oxford5000
dictionary	n	A1	A1	oxford3000
die	v	A1	A1	oxford3000
diet	n	A1	A1	oxford3000
differ	v	B2	B2	oxford5000
difference	n	A1	A1	oxford3000
different	adj	A1	A1	oxford3000
differentiate	v	C1	C1	oxford5000
differently	adv	A2	A2	oxford3000
difficult	adj	A1	A1	oxford3000
difficulty	n	B1	B1	oxford3000
dig	v	B2	B2	oxford3000
digital	adj	A2	A2	oxford3000
dignity	n	C1	C1	oxford5000
dilemma	n	C1	C1	oxford5000
dimension	n	C1	C1	oxford5000
diminish	v	C1	C1	oxford5000
dinner	n	A1	A1	oxford3000
dip	v	C1	C1	oxford5000
diplomat	n	C1	C1	oxford5000
diplomatic	n	C1	C1	oxford5000
direct	adj|v|adv	A2	A2|B1	oxford3000
direction	n	A2	A2	oxford3000
directly	adv	B1	B1	oxford3000
director	n	A2	A2	oxford3000
directory	n	C1	C1	oxford5000
dirt	n	B1	B1	oxford3000
dirty	adj	A1	A1	oxford3000
disability	n	B2	B2	oxford5000
disabled	adj	B2	B2	oxford5000
disadvantage	n	B1	B1	oxford3000
disagree	v	A2	A2	oxford3000
disagreement	n	B2	B2	oxford5000
disappear	v	A2	A2	oxford3000
disappoint	v	B2	B2	oxford5000
disappointed	adj	B1	B1	oxford3000
disappointing	adj	B1	B1	oxford3000
disappointment	n	B2	B2	oxford5000
disaster	n	A2	A2	oxford3000
disastrous	adj	C1	C1	oxford5000
disc	n	B2	B2	oxford3000
discard	v	C1	C1	oxford5000
discharge	v	C1	C1	oxford5000
discipline	n	B2	B2	oxford3000
disclose	v	C1	C1	oxford5000
disclosure	n	C1	C1	oxford5000
discount	n|v	B1	B1|B2	oxford3000
discourage	v	B2	B2	oxford5000
discourse	n	C1	C1	oxford5000
discover	v	A2	A2	oxford3000
discovery	n	A2	A2	oxford3000
discretion	n	C1	C1	oxford5000
discrimination	n	C1	C1	oxford5000
discuss	v	A1	A1	oxford3000
discussion	n	A2	A2	oxford3000
disease	n	A2	A2	oxford3000
dish	n	A1	A1	oxford3000
dishonest	adj	B2	B2	oxford3000
dislike	v|n	B1	B1	oxford3000
dismiss	v	B2	B2	oxford3000
dismissal	n	C1	C1	oxford5000
disorder	n	B2	B2	oxford5000
displace	v	C1	C1	oxford5000
display	v|n	B2	B2	oxford3000
disposal	n	C1	C1	oxford5000
dispose	v	C1	C1	oxford5000
dispute	n|v	C1	C1	oxford5000
disrupt	v	C1	C1	oxford5000
disruption	n	C1	C1	oxford5000
dissolve	v	C1	C1	oxford5000
distance	n	A2	A2	oxford3000
distant	adj	B2	B2	oxford5000
distinct	adj	B2	B2	oxford5000
distinction	n	C1	C1	oxford5000
distinctive	adj	C1	C1	oxford5000
distinguish	v	B2	B2	oxford5000
distort	v	C1	C1	oxford5000
distract	v	B2	B2	oxford5000
distress	n|v	C1	C1	oxford5000
distribute	v	B2	B2	oxford3000
distribution	n	B2	B2	oxford3000
district	n	B2	B2	oxford3000
disturb	v	B2	B2	oxford5000
disturbing	adj	C1	C1	oxford5000
dive	v|n	B2	B2	oxford5000
diverse	adj	B2	B2	oxford5000
diversity	n	B2	B2	oxford5000
divert	v	C1	C1	oxford5000
divide	v|n	B1	B1|B2	oxford3000
divine	adj	C1	C1	oxford5000
division	n	B2	B2	oxford3000
divorce	n|v	B2	B2	oxford5000
divorced	adj	A2	A2	oxford3000
do	v|auxiliary v	A1	A1	oxford3000
doctor	n	A1	A1	oxford3000
doctrine	n	C1	C1	oxford5000
document	n|v	A2	A2|B2	oxford3000
documentary	n	B1	B1	oxford3000
documentation	n	C1	C1	oxford5000
dog	n	A1	A1	oxford3000
dollar	n	A1	A1	oxford3000
domain	n	C1	C1	oxford5000
domestic	adj	B2	B2	oxford3000
dominance	n	C1	C1	oxford5000
dominant	adj	B2	B2	oxford5000
dominate	v	B2	B2	oxford3000
donate	v	B1	B1	oxford3000
donation	n	B2	B2	oxford5000
donor	n	C1	C1	oxford5000
door	n	A1	A1	oxford3000
dose	n	C1	C1	oxford5000
dot	n	B2	B2	oxford5000
double	adj|det|pron|v|adv	A2	A2|B1	oxford3000
doubt	n|v	B1	B1	oxford3000
down	adv|prep	A1	A1	oxford3000
download	v|n	A2	A2	oxford3000
downstairs	adv|adj	A1	A1|A2	oxford3000
downtown	n|adj|adv	B2	B2	oxford5000
downwards	adv	B2	B2	oxford3000
dozen	n|det	B2	B2	oxford3000
draft	n|v	B2	B2	oxford3000
drag	v	B2	B2	oxford3000
drain	v	C1	C1	oxford5000
drama	n	A2	A2	oxford3000
dramatic	adj	B2	B2	oxford3000
dramatically	adv	B2	B2	oxford5000
draw	v	A1	A1	oxford3000
drawing	n	A2	A2	oxford3000
dream	n|v	A2	A2	oxford3000
dress	n|v	A1	A1	oxford3000
dressed	adj	B1	B1	oxford3000
drift	v	C1	C1	oxford5000
drink	n|v	A1	A1	oxford3000
drive	v|n	A1	A1|A2	oxford3000
driver	n	A1	A1	oxford3000
driving	n|adj	A2	A2|C1	oxford3000
drop	v|n	A2	A2|B1	oxford3000
drought	n	B2	B2	oxford5000
drown	v	C1	C1	oxford5000
drug	n	A2	A2	oxford3000
drum	n	B1	B1	oxford3000
drunk	adj	B1	B1	oxford3000
dry	adj|v	A2	A2	oxford3000
dual	adj	C1	C1	oxford5000
dub	v	C1	C1	oxford5000
due	adj	B1	B1	oxford3000
dull	adj	B2	B2	oxford5000
dumb	adj	C1	C1	oxford5000
dump	v	B2	B2	oxford5000
duo	n	C1	C1	oxford5000
duration	n	B2	B2	oxford5000
during	prep	A1	A1	oxford3000
dust	n	B1	B1	oxford3000
duty	n	B1	B1	oxford3000
dvd	n	A1	A1	oxford3000
dynamic	adj|n	B2	B2|C1	oxford5000
each	det|pron|adv	A1	A1	oxford3000
eager	adj	C1	C1	oxford5000
ear	n	A1	A1	oxford3000
early	adj|adv	A1	A1	oxford3000
earn	v	A2	A2	oxford3000
earnings	n	C1	C1	oxford5000
earth	n	A2	A2	oxford3000
earthquake	n	B1	B1	oxford3000
ease	n|v	C1	C1	oxford5000
easily	adv	A2	A2	oxford3000
east	n|adj|adv	A1	A1	oxford3000
eastern	adj	B1	B1	oxford3000
easy	adj	A1	A1	oxford3000
eat	v	A1	A1	oxford3000
echo	v|n	C1	C1	oxford5000
ecological	adj	C1	C1	oxford5000
economic	adj	B1	B1	oxford3000
economics	n	B2	B2	oxford5000
economist	n	B2	B2	oxford5000
economy	n	B1	B1	oxford3000
edge	n	B1	B1	oxford3000
edit	v	B2	B2	oxford3000
edition	n	B2	B2	oxford3000
editor	n	B1	B1	oxford3000
editorial	adj	B2	B2	oxford5000
educate	v	B1	B1	oxford3000
educated	adj	B1	B1	oxford3000
education	n	A2	A2	oxford3000
educational	adj	B1	B1	oxford3000
educator	n	C1	C1	oxford5000
effect	n	A2	A2	oxford3000
effective	adj	B1	B1	oxford3000
effectively	adv	B1	B1	oxford3000
effectiveness	n	C1	C1	oxford5000
efficiency	n	C1	C1	oxford5000
efficient	adj	B2	B2	oxford3000
efficiently	adv	B2	B2	oxford5000
effort	n	B1	B1	oxford3000
egg	n	A1	A1	oxford3000
ego	n	C1	C1	oxford5000
eight	number	A1	A1	oxford3000
eighteen	number	A1	A1	oxford3000
eighty	number	A1	A1	oxford3000
either	det|pron|adv	A2	A2	oxford3000
elaborate	adj	C1	C1	oxford5000
elbow	n	B2	B2	oxford5000
elderly	adj	B2	B2	oxford3000
elect	v	B2	B2	oxford3000
election	n	B1	B1	oxford3000
electoral	adj	C1	C1	oxford5000
electric	adj	A2	A2	oxford3000
electrical	adj	A2	A2	oxford3000
electricity	n	A2	A2	oxford3000
electronic	adj	A2	A2	oxford3000
electronics	n	B2	B2	oxford5000
elegant	adj	B2	B2	oxford5000
element	n	B1	B1	oxford3000
elementary	adj	B2	B2	oxford5000
elephant	n	A1	A1	oxford3000
elevate	v	C1	C1	oxford5000
eleven	number	A1	A1	oxford3000
eligible	adj	C1	C1	oxford5000
eliminate	v	B2	B2	oxford5000
elite	n	C1	C1	oxford5000
else	adv	A1	A1	oxford3000
elsewhere	adv	B2	B2	oxford3000
email	n|v	A1	A1	oxford3000
embark	v	C1	C1	oxford5000
embarrassed	adj	B1	B1	oxford3000
embarrassing	adj	B1	B1	oxford3000
embarrassment	n	C1	C1	oxford5000
embassy	n	C1	C1	oxford5000
embed	v	C1	C1	oxford5000
embody	v	C1	C1	oxford5000
embrace	v	B2	B2	oxford5000
emerge	v	B2	B2	oxford3000
emergence	n	C1	C1	oxford5000
emergency	n	B1	B1	oxford3000
emission	n	B2	B2	oxford5000
emotion	n	B1	B1	oxford3000
emotional	adj	B2	B2	oxford3000
emotionally	adv	B2	B2	oxford5000
emphasis	n	B2	B2	oxford3000
emphasize	v	B2	B2	oxford3000
empire	n	B2	B2	oxford5000
empirical	adj	C1	C1	oxford5000
employ	v	A2	A2	oxford3000
employee	n	A2	A2	oxford3000
employer	n	A2	A2	oxford3000
employment	n	B1	B1	oxford3000
empower	v	C1	C1	oxford5000
empty	adj|v	A2	A2|B1	oxford3000
enable	v	B2	B2	oxford3000
enact	v	C1	C1	oxford5000
encompass	v	C1	C1	oxford5000
encounter	v|n	B2	B2	oxford3000
encourage	v	B1	B1	oxford3000
encouragement	n	C1	C1	oxford5000
encouraging	adj	C1	C1	oxford5000
end	n|v	A1	A1	oxford3000
endeavour	n	C1	C1	oxford5000
ending	n	A2	A2	oxford3000
endless	adj	C1	C1	oxford5000
endorse	v	C1	C1	oxford5000
endorsement	n	C1	C1	oxford5000
endure	v	C1	C1	oxford5000
enemy	n	B1	B1	oxford3000
