word	pknown	prevalence	nobs
hieroglyphist	0.7432	0.646	366
hierogram	0.4583	-0.104	432
hierogrammatist	0.3577	-0.361	397
hierolatry	0.2000	-0.831	375
hierological	0.7265	0.596	373
hierologist	0.5683	0.170	417
hierology	0.5693	0.173	404
hierophant	0.3991	-0.253	436
hierophantic	0.3958	-0.262	379
higgle	0.2427	-0.689	412
higgledy	0.4834	-0.041	422
high	1.0000	2.576	390
highball	0.9582	1.681	407
highbinder	0.4298	-0.175	363
highborn	0.8393	0.978	361
highboy	0.6683	0.430	419
highbred	0.8649	1.086	385
highbrow	0.9519	1.620	437
highchair	0.9754	1.890	447
higher	0.9976	2.438	414
highest	1.0000	2.576	419
highfalutin	0.6372	0.347	419
highfaluting	0.7000	0.519	390
highflier	0.8659	1.090	425
highflying	0.9481	1.586	366
highhanded	0.8789	1.151	388
highhandedly	0.8810	1.161	269
highhandedness	0.8847	1.179	373
highjack	0.9438	1.549	427
highland	0.9869	2.099	383
highlander	0.9817	1.993	382
highlife	0.9221	1.391	411
highlight	0.9933	2.269	448
highlighter	0.9977	2.441	426
highly	1.0000	2.576	455
highness	0.9777	1.926	404
highroad	0.8966	1.241	416
highschool	0.8112	0.871	249
hightail	0.9652	1.757	460
highway	1.0000	2.576	389
highwayman	0.9155	1.349	414
hijab	0.6751	0.449	437
hijack	0.9951	2.333	411
hijacker	0.9867	2.093	376
hijacking	0.9928	2.252	414
hike	0.9974	2.431	392
hiker	0.9957	2.355	466
hilarious	0.9926	2.247	406
hilariously	0.9951	2.332	409
hilariousness	0.9074	1.301	216
hilarity	0.9784	1.937	371
hill	0.9954	2.345	438
hillbilly	0.9803	1.969	356
hillcrest	0.8528	1.033	163
hilliness	0.7047	0.532	359
hillock	0.6475	0.375	383
hillocky	0.3471	-0.389	412
hillside	0.9909	2.197	439
hilltop	0.9870	2.101	386
hilly	0.9422	1.536	415
hilt	0.9367	1.494	411
hilum	0.1791	-0.907	134
him	1.0000	2.576	421
himself	0.9977	2.442	428
hind	0.9538	1.637	411
hindbrain	0.5485	0.121	392
hinder	0.9898	2.167	391
hinderer	0.9106	1.320	414
hindermost	0.6440	0.365	368
hindmost	0.7592	0.695	436
hindquarter	0.9466	1.573	393
hindrance	0.9719	1.841	392
hindsight	0.9860	2.077	428
hindu	0.9843	2.043	382
hinge	0.9920	2.227	373
hinny	0.3282	-0.440	390
hint	0.9925	2.244	400
hinter	0.7335	0.616	409
hinterland	0.6582	0.403	395
hip	0.9947	2.318	379
hipbone	0.9594	1.693	394
hipless	0.7577	0.691	388
hipness	0.8626	1.076	393
hipped	0.7573	0.689	412
hippie	0.9892	2.153	372
hipping	0.4907	-0.023	375
hippo	0.9868	2.095	378
hippocampal	0.6218	0.307	156
hippocampus	0.8402	0.981	363
hippocras	0.2950	-0.533	383
hippodrome	0.7594	0.696	424
hippogriff	0.5478	0.119	387
hippopotami	0.8005	0.833	391
hippopotamus	0.9896	2.162	384
hippy	0.9876	2.114	404
hipshot	0.8175	0.894	400
hipster	0.9947	2.316	376
hirable	0.7514	0.671	362
hiragana	0.1394	-1.067	409
hircine	0.1589	-0.985	384
hire	0.9977	2.441	427
hired	0.9972	2.418	353
hireling	0.5556	0.138	387
hirer	0.7904	0.798	396
hirsute	0.5561	0.140	428
hirsuteness	0.5212	0.053	236
his	0.9956	2.352	457
hispid	0.1259	-1.128	413
hiss	0.9837	2.031	368
hisser	0.6803	0.464	391
hissing	1.0000	2.576	395
hissy	0.9485	1.589	388
histamine	0.9525	1.626	379
histaminic	0.3808	-0.300	407
histidine	0.2792	-0.579	154
histogram	0.8801	1.157	442
histologic	0.6582	0.403	158
histological	0.7796	0.762	422
histologist	0.7103	0.548	428
histology	0.7471	0.658	344
histolysis	0.4839	-0.040	403
histolytic	0.4133	-0.217	392
histone	0.3086	-0.494	162
histopathology	0.7020	0.524	396
historian	0.9952	2.335	416
historic	0.9920	2.229	376
historical	0.9927	2.251	413
historically	0.9974	2.428	383
historicalness	0.4981	-0.005	269
historicism	0.7087	0.544	412
historicist	0.5640	0.159	172
historicity	0.5321	0.080	389
historicize	0.5815	0.204	411
historiographer	0.7396	0.635	434
historiography	0.6803	0.464	391
history	0.9942	2.298	343
histrionic	0.7715	0.735	442
histrionically	0.7143	0.560	350
histrionics	0.7943	0.811	389
hit	0.9954	2.345	438
hitch	0.9943	2.303	351
hitcher	0.8900	1.206	418
hitchhike	0.9905	2.187	423
hitchhiker	0.9947	2.319	380
hither	0.9610	1.711	385
hithermost	0.7453	0.652	428
hitherto	0.8837	1.174	447
hitherward	0.5372	0.093	376
hitless	0.7506	0.669	385
hitman	0.9721	1.843	394
hittable	0.7278	0.599	371
hitter	0.9299	1.444	428
hive	1.0000	2.576	401
hiver	0.3284	-0.440	408
hives	0.9933	2.270	450
ho	0.8159	0.888	391
hoagie	0.7802	0.763	373
hoar	0.6659	0.424	416
hoard	0.9844	2.045	449
hoarder	0.9948	2.322	386
hoarding	1.0000	2.576	401
hoardings	0.9486	1.590	350
hoarfrost	0.5718	0.179	397
hoariness	0.5678	0.169	236
hoarse	0.9831	2.019	414
hoarsely	0.9634	1.737	383
hoarsen	0.4106	-0.224	414
hoarseness	0.9489	1.593	411
hoary	0.6755	0.450	413
hoatzin	0.0319	-1.792	408
hoax	0.9850	2.056	399
hoaxer	0.8747	1.131	447
hob	0.8051	0.849	390
hobbit	0.9855	2.068	415
hobble	0.9789	1.945	379
hobblebush	0.1643	-0.963	426
hobbledehoy	0.2193	-0.765	424
hobbler	0.8424	0.990	406
hobbling	0.9571	1.669	326
hobblingly	0.5144	0.036	243
hobby	0.9974	2.427	378
hobbyhorse	0.8565	1.049	425
hobbyist	0.9043	1.283	397
hobgoblin	0.9186	1.369	381
hobnail	0.5951	0.238	368
hobnailed	0.6342	0.339	421
hobnob	0.9020	1.270	398
hobo	0.9749	1.884	399
hoboism	0.5426	0.106	411
hock	0.8838	1.175	396
hockey	1.0000	2.576	379
hocus	0.9281	1.432	334
hod	0.3730	-0.321	370
hodgepodge	0.9353	1.483	371
hodograph	0.1290	-1.114	403
hoe	0.9951	2.332	409
hoecake	0.3222	-0.457	360
hoedown	0.9268	1.422	396
hoer	0.2606	-0.634	426
hog	1.0000	2.576	403
hogback	0.5778	0.194	379
hogfish	0.5223	0.055	404
hogged	0.9583	1.682	384
hogget	0.1696	-0.943	395
hoggish	0.8665	1.093	412
hoggishly	0.7849	0.779	265
hoggishness	0.7391	0.633	253
hogmanay	0.3625	-0.348	411
hognose	0.5157	0.039	382
hognut	0.1845	-0.886	401
hogshead	0.8599	1.064	364
hogtie	0.7598	0.697	408
hogwash	0.9457	1.565	442
hogweed	0.6879	0.485	423
hoi	0.2684	-0.611	231
hoist	0.9901	2.175	403
hoister	0.8179	0.896	379
hoisting	0.9658	1.764	380
hokey	0.9245	1.407	371
hokum	0.5607	0.151	412
hold	1.0000	2.576	391
holdall	0.5618	0.154	429
holdback	0.8243	0.919	404
holder	0.9952	2.335	416
holdfast	0.8487	1.016	390
holding	0.9920	2.228	374
holdout	0.9701	1.817	435
holdover	0.8780	1.147	418
holdup	0.9703	1.819	437
hole	0.9973	2.425	373
holey	0.6927	0.498	358
holiday	0.9949	2.324	391
holidaymaker	0.6107	0.278	393
holidaymaking	0.6650	0.422	412
holidays	0.9932	2.265	439
holily	0.3054	-0.503	406
holiness	0.9716	1.837	423
holing	0.4950	-0.012	400
holism	0.5478	0.119	418
holistic	0.9651	1.756	430
holistically	0.9453	1.562	384
hollandaise	0.9294	1.440	425
holler	0.9359	1.488	437
hollow	0.9896	2.163	385
hollowly	0.8160	0.888	413
hollowness	0.9753	1.889	445
holly	0.9852	2.061	405
hollyhock	0.7333	0.616	405
holm	0.2803	-0.576	157
holmium	0.1315	-1.102	327
holocaust	0.9873	2.106	393
holocaustic	0.6709	0.438	392
holocene	0.3693	-0.330	398
hologram	0.9905	2.185	419
holograph	0.9545	1.645	374
holographic	0.9862	2.083	363
holophotal	0.1116	-1.198	421
holophrastic	0.1671	-0.952	389
holster	0.9863	2.085	439
holstered	0.9582	1.681	431
holt	0.6722	0.441	363
holy	0.9975	2.432	395
holyday	0.5446	0.111	415
holystone	0.4500	-0.124	440
holytide	0.2992	-0.521	244
homage	0.9779	1.929	408
hombre	0.7902	0.797	386
hombres	0.7335	0.616	424
homburg	0.2802	-0.576	414
home	0.9976	2.437	411
homebird	0.5941	0.236	239
homebody	0.9264	1.420	394
homebound	0.9839	2.034	434
homeboy	0.9572	1.671	397
homebred	0.8740	1.128	389
homebrew	0.9483	1.588	387
homebuilder	0.9584	1.683	433
homebuilding	0.9492	1.596	433
homebuyer	0.9492	1.596	374
homecare	0.9697	1.812	396
homecoming	0.9903	2.182	414
homegrown	0.9825	2.009	401
homeland	0.9925	2.244	401
homeless	1.0000	2.576	438
homelessly	0.6828	0.471	268
homelessness	0.9842	2.040	379
homelike	0.8641	1.082	390
homeliness	0.9649	1.754	399
homely	0.9919	2.227	372
homemade	0.9976	2.437	412
homemaker	0.9897	2.165	388
homemaking	0.9851	2.058	402
homeomorphism	0.6847	0.476	425
homeomorphous	0.7174	0.569	414
homeopath	0.9762	1.902	378
homeopathic	0.9679	1.789	405
homeopathically	0.9957	2.354	231
homeopathy	0.9737	1.866	419
homeostasis	0.9451	1.560	419
homeostatic	0.8936	1.225	376
homeowner	0.9975	2.435	404
homepage	0.9853	2.062	407
homer	0.8351	0.961	382
homeric	0.6425	0.361	428
homeroom	0.8490	1.017	384
homesick	0.9977	2.445	441
homesickness	0.9695	1.810	394
homespun	0.9025	1.273	400
homestead	0.9702	1.818	369
homesteader	0.8495	1.020	412
homestretch	0.9279	1.430	402
hometown	0.9951	2.331	406
homeward	0.9884	2.132	344
homework	0.9943	2.302	350
homeworker	0.9200	1.377	425
homey	0.8750	1.132	384
homicidal	0.9874	2.108	396
homicidally	0.8442	0.997	231
homicide	1.0000	2.576	399
homiletic	0.2725	-0.598	389
homiletically	0.2154	-0.778	246
homiletics	0.2137	-0.784	365
homilist	0.4091	-0.228	418
homily	0.8087	0.862	366
hominess	0.6241	0.313	399
homing	0.9513	1.615	411
hominid	0.7512	0.670	410
hominine	0.3817	-0.298	427
hominoid	0.7222	0.583	396
hominy	0.6734	0.444	349
homo	0.9405	1.523	353
homocentric	0.8984	1.250	374
homochromatic	0.7318	0.611	399
homodont	0.0964	-1.279	415
homodynamic	0.6464	0.372	379
homodyne	0.2915	-0.543	247
homoeopath	0.8395	0.979	405
homoeopathic	0.8949	1.231	409
homoeopathist	0.8137	0.880	365
homoeopathy	0.9018	1.269	224
homoerotic	0.9198	1.376	399
homoerotism	0.7890	0.793	436
homogametic	0.5011	0.003	437
homogamy	0.5442	0.110	373
homogenate	0.7480	0.660	369
homogeneity	0.8399	0.980	431
homogeneous	0.9831	2.018	413
homogeneously	0.9669	1.778	363
homogeneousness	0.8518	1.029	398
homogenization	0.9419	1.534	430
homogenize	0.9235	1.400	405
homogenizer	0.8717	1.117	382
homogenous	0.9895	2.159	380
homogeny	0.8818	1.165	440
homograft	0.3267	-0.444	401
homograph	0.7459	0.654	370
homographic	0.8000	0.831	390
homolog	0.3392	-0.410	398
homologate	0.3023	-0.512	387
homologation	0.3830	-0.294	436
homological	0.7009	0.521	351
homologically	0.7445	0.650	274
homologize	0.5223	0.055	381
homologous	0.7357	0.623	420
homologue	0.6401	0.355	339
homology	0.7189	0.573	402
homomorphism	0.7565	0.687	382
homomorphous	0.7012	0.522	415
homonym	0.8880	1.196	393
homonymic	0.6423	0.361	397
homonymous	0.6396	0.354	394
homonymy	0.5091	0.023	383
homophobe	0.9924	2.240	394
homophobia	0.9973	2.426	377
homophobic	0.9975	2.436	408
homophone	0.8425	0.991	400
homophonic	0.8488	1.016	410
homophonous	0.7618	0.704	361
homophony	0.7591	0.695	357
homoplastic	0.5866	0.217	404
homopterous	0.1807	-0.901	415
homorganic	0.3725	-0.322	408
homoscedasticity	0.2356	-0.712	348
homosexual	0.9979	2.453	476
homosexuality	0.9977	2.445	442
homothallic	0.3249	-0.449	357
homothetic	0.4314	-0.171	357
homozygosis	0.4976	-0.006	424
homozygote	0.7506	0.669	389
homozygous	0.6346	0.340	405
homunculus	0.6230	0.310	366
homy	0.2870	-0.556	453
honcho	0.8199	0.903	372
hone	0.9121	1.328	421
honest	1.0000	2.576	381
honestly	1.0000	2.576	440
honesty	0.9926	2.248	407
honewort	0.0679	-1.460	442
honey	0.9976	2.438	415
honeybee	0.9738	1.867	420
honeyberry	0.6901	0.491	384
honeybunch	0.8680	1.100	409
honeycomb	0.9973	2.424	371
honeycombed	0.9540	1.640	413
honeydew	0.9907	2.190	428
honeyed	0.8428	0.992	388
honeymoon	0.9949	2.325	394
honeymooner	0.9607	1.707	407
honeypot	0.9358	1.487	374
honeysuckle	0.9806	1.974	361
honeysuckled	0.7668	0.720	386
honeysweet	0.7790	0.760	439
hong	0.2231	-0.753	399
honk	0.9951	2.331	405
honker	0.9245	1.407	424
honky	0.9372	1.497	430
honor	0.9879	2.120	412
honorability	0.8550	1.043	393
honorable	0.9895	2.160	476
honorableness	0.7313	0.610	361
honorably	0.9927	2.251	413
honoraria	0.5986	0.247	416
honorarium	0.7646	0.712	412
honorary	0.9853	2.064	409
honoree	0.8759	1.137	395
honorific	0.8087	0.862	392
honorifically	0.6807	0.465	238
hooch	0.9043	1.283	439
hood	0.9950	2.327	397
hooded	0.9975	2.434	400
hoodie	0.9901	2.177	406
hoodless	0.9710	1.829	379
hoodlum	0.9684	1.796	380
hoodlumism	0.5296	0.073	355
hoodmold	0.1326	-1.097	377
hoodoo	0.5754	0.188	391
hoodwink	0.9589	1.689	414
hoodwinker	0.8883	1.198	403
hoody	0.9225	1.393	387
hooey	0.6837	0.473	392
hoof	0.9813	1.986	374
hoofed	0.9367	1.493	379
hoofer	0.7201	0.577	368
hoofmark	0.7848	0.779	381
hoofs	0.8287	0.936	432
hook	0.9976	2.438	414
hookah	0.8819	1.165	398
hooked	0.9975	2.432	396
hooker	0.9976	2.436	409
hookers	0.9975	2.436	407
hooknose	0.7542	0.680	354
hookup	0.9699	1.815	399
hookworm	0.8073	0.857	384
hooky	0.8772	1.143	391
hooligan	0.9920	2.227	373
hooliganism	0.9000	1.259	430
hoop	0.9953	2.338	423
hooped	0.9393	1.513	379
hooping	0.8277	0.932	383
hoopla	0.9188	1.370	394
hooplike	0.7882	0.790	406
hoopoe	0.1390	-1.069	367
hoopskirt	0.8286	0.936	420
hoopster	0.5911	0.228	384
hoorah	0.9559	1.658	431
hooray	0.9875	2.111	399
hoosegow	0.3154	-0.475	409
hoot	0.9893	2.154	373
hootenanny	0.7949	0.813	356
hooter	0.9565	1.664	391
hoover	0.9046	1.285	367
hop	1.0000	2.576	423
hope	0.9902	2.177	407
hoped	0.9954	2.342	432
hopeful	0.9948	2.319	381
hopefully	0.9905	2.187	422
hopefulness	0.9925	2.245	402
hopeless	0.9949	2.323	389
hopelessly	0.9930	2.258	426
hopelessness	0.9860	2.079	430
hoper	0.6683	0.431	410
hopingly	0.5907	0.227	237
hoplite	0.3440	-0.397	407
hopped	0.9877	2.116	407
hopper	0.9812	1.984	425
hoppergrass	0.2398	-0.699	392
hoppers	0.9042	1.282	407
hopple	0.1930	-0.856	399
hoppy	0.8113	0.871	424
hopscotch	0.9889	2.144	449
hopvine	0.2554	-0.650	368
horal	0.1111	-1.200	414
horary	0.2754	-0.590	374
horde	0.9133	1.335	415
horehound	0.4279	-0.180	409
horizon	0.9922	2.234	384
horizontal	0.9973	2.423	366
horizontality	0.7720	0.736	364
horizontally	0.9956	2.353	458
horizontalness	0.6355	0.343	214
hormonal	0.9797	1.958	394
hormone	0.9947	2.316	375
hormonology	0.6049	0.263	410
horn	0.9950	2.329	401
hornbeam	0.4716	-0.070	388
hornbill	0.7813	0.767	375
hornblende	0.1259	-1.128	397
hornblendic	0.0748	-1.412	428
hornbook	0.3741	-0.318	425
horned	0.9874	2.108	475
hornet	0.9928	2.253	417
horniness	0.8869	1.190	398
horning	0.7255	0.593	419
hornito	0.1342	-1.090	447
hornless	0.9320	1.459	441
hornlike	0.8166	0.890	447
hornpipe	0.8313	0.946	409
hornstone	0.3650	-0.341	389
hornswoggle	0.5088	0.022	399
horntail	0.7218	0.582	399
hornworm	0.5262	0.065	382
hornwort	0.2817	-0.571	394
horny	0.9975	2.435	406
horologe	0.2065	-0.808	368
horologer	0.1991	-0.834	437
horologic	0.3913	-0.273	391
horologist	0.5161	0.040	403
horology	0.4311	-0.172	392
horoscope	0.9811	1.982	423
horoscopy	0.4560	-0.109	375
horrendous	0.9813	1.985	427
horrendously	0.9756	1.893	410
horrent	0.2284	-0.735	416
horrible	0.9978	2.446	447
horribleness	0.8296	0.940	223
horribly	0.9974	2.427	378
horrid	0.9974	2.429	385
horridly	0.9512	1.613	389
horridness	0.9204	1.380	226
horrific	0.9973	2.425	373
horrifically	0.9758	1.896	413
horrification	0.6495	0.380	368
horrified	1.0000	2.576	353
horrify	0.9954	2.342	431
horrifying	0.9948	2.322	388
horripilate	0.0481	-1.620	395
horror	0.9922	2.236	387
horse	1.0000	2.576	424
horseback	0.9974	2.428	383
horsecloth	0.6432	0.363	384
horseflesh	0.7907	0.799	387
horsefly	0.9806	1.973	360
horsehair	0.9367	1.493	395
horsehide	0.9031	1.276	382
horselaugh	0.3907	-0.275	407
horseleech	0.2672	-0.614	393
horseless	0.9178	1.364	353
horseman	0.9695	1.810	394
horsemanship	0.9507	1.609	426
horsemeat	0.9398	1.517	415
horsemint	0.4158	-0.211	380
horseplay	0.9932	2.266	442
horseplayer	0.6953	0.505	384
horsepower	0.9904	2.184	417
horserace	0.8729	1.122	354
horseradish	0.9904	2.184	418
horseshit	0.9080	1.304	413
horseshoe	0.9921	2.232	380
horsetail	0.9386	1.508	391
horsetrading	0.8734	1.125	387
horseweed	0.6635	0.417	416
horsewhip	0.9048	1.286	399
horsewoman	0.8124	0.875	421
horsey	0.8444	0.999	405
horsiness	0.6187	0.299	278
horsing	0.9475	1.581	419
horst	0.2247	-0.747	405
horsy	0.4987	-0.003	371
hortative	0.2255	-0.745	337
hortatively	0.2097	-0.797	267
hortatory	0.2187	-0.767	375
horticultural	0.9692	1.805	389
horticulturalist	0.9433	1.545	441
horticulture	0.9626	1.728	428
horticulturist	0.9485	1.589	388
hosanna	0.6425	0.361	386
hose	0.9869	2.099	383
hosed	0.9878	2.119	411
hosepipe	0.7578	0.691	384
hosier	0.8253	0.923	435
hosiery	0.9573	1.672	422
hospice	0.9770	1.914	478
hospitable	0.9949	2.323	389
hospitableness	0.7545	0.681	224
hospitably	0.9694	1.808	392
hospital	0.9975	2.433	397
hospitality	1.0000	2.576	386
hospitalization	0.9852	2.061	405
hospitalize	0.9853	2.062	339
host	0.9976	2.440	421
hostage	0.9952	2.335	414
hostel	0.9830	2.018	412
hostelry	0.6649	0.421	376
hostess	0.9948	2.319	381
hostile	1.0000	2.576	398
hostilely	0.7493	0.664	359
hostility	0.9950	2.330	404
hosting	0.9855	2.067	413
hostler	0.4668	-0.082	392
hot	0.9930	2.258	426
hotbed	0.9503	1.606	443
hotbox	0.8881	1.196	411
hotcake	0.9714	1.835	385
hotchpotch	0.5574	0.143	418
hotdog	0.9817	1.993	437
hotel	0.9951	2.331	407
hotelier	0.7464	0.655	414
hotelkeeper	0.8092	0.864	393
hotfoot	0.7765	0.751	434
hothead	0.9804	1.971	409
hotheaded	0.9848	2.053	395
hotheadedly	0.8571	1.052	245
hotheadedness	0.9160	1.352	238
hothouse	0.8877	1.194	365
hotline	0.9946	2.315	373
hotlist	0.9141	1.341	396
hotly	0.8678	1.099	401
hotness	0.9352	1.482	386
hotplate	0.9665	1.772	358
hotpot	0.8541	1.039	370
hotshot	0.9864	2.086	441
hotspot	0.9920	2.229	376
hotspur	0.6078	0.271	153
hotter	0.9945	2.311	365
hound	0.9950	2.328	399
hounding	0.9802	1.967	404
hour	0.9976	2.440	422
hourglass	0.9910	2.200	444
hourly	0.9950	2.327	398
house	0.9946	2.313	370
houseboat	0.9829	2.015	350
housebound	0.9681	1.792	408
houseboy	0.9036	1.279	394
housebreak	0.8714	1.115	381
housebreaker	0.8278	0.933	389
housebreaking	0.9268	1.423	410
housebroke	0.7534	0.677	446
housebroken	0.9466	1.573	393
housecleaner	0.9480	1.585	423
housecleaning	0.9415	1.530	410
housecoat	0.9413	1.529	392
housecraft	0.8151	0.885	411
housedress	0.8298	0.940	423
housefather	0.7307	0.608	375
housefly	0.9730	1.856	407
houseful	0.8564	1.049	411
houseguest	0.9616	1.717	365
household	0.9928	2.252	415
householder	0.8964	1.239	357
househusband	0.8204	0.905	412
housekeep	0.9244	1.406	397
housekeeper	1.0000	2.576	427
housekeeping	1.0000	2.576	411
housel	0.1018	-1.249	383
houseleek	0.1620	-0.972	395
houseless	0.7971	0.821	409
houseline	0.5684	0.171	424
housemaid	0.9976	2.437	410
houseman	0.8531	1.035	422
housemaster	0.9233	1.399	391
housemate	0.9925	2.243	398
housemistress	0.9044	1.283	366
housemother	0.8827	1.170	452
housepainter	0.9274	1.427	441
houseplant	0.9742	1.873	349
houseroom	0.5985	0.247	406
housesit	0.7757	0.748	370
housetop	0.7494	0.665	415
housetops	0.7457	0.653	409
housewarming	0.9831	2.018	413
housewife	0.9894	2.158	378
housewifeliness	0.4789	-0.052	261
housewifely	0.7079	0.541	428
housewifery	0.7935	0.808	397
housework	0.9949	2.324	392
housing	1.0000	2.576	379
hove	0.6364	0.345	363
hovel	0.8454	1.003	414
hover	0.9971	2.416	348
hovercraft	0.9868	2.096	379
hoverer	0.7617	0.703	449
hovering	0.9876	2.113	403
hoveringly	0.6198	0.302	242
how	0.9930	2.259	427
howbeit	0.3430	-0.400	414
howdah	0.1646	-0.962	401
howdy	0.9736	1.864	416
however	0.9974	2.431	390
howitzer	0.6809	0.465	398
howl	0.9974	2.427	379
howler	0.9724	1.848	399
howling	0.9976	2.441	425
howsoever	0.6493	0.379	365
hoyden	0.1791	-0.906	374
hoydenish	0.1554	-0.999	399
huarache	0.2136	-0.784	412
hub	0.9921	2.232	380
hubbub	0.8774	1.144	367
hubby	0.9677	1.787	403
hubcap	0.9732	1.859	411
hubris	0.8312	0.946	397
hubristic	0.6878	0.484	426
huckaback	0.1920	-0.859	448
huckleberry	0.9692	1.806	390
hucklebone	0.2421	-0.691	380
huckster	0.6490	0.379	416
huddle	0.9949	2.325	394
huddler	0.7975	0.822	405
huddling	0.9728	1.853	404
hue	0.9927	2.250	412
hued	0.8974	1.245	351
huff	0.9716	1.837	423
huffier	0.5220	0.055	410
huffily	0.7200	0.576	425
huffiness	0.9013	1.266	395
huffish	0.5714	0.178	413
huffishly	0.6164	0.293	378
huffy	0.9311	1.452	421
hug	0.9945	2.311	366
huge	0.9947	2.316	376
hugely	0.9767	1.911	430
hugeness	0.9038	1.280	343
huggable	0.9923	2.237	389
hugger	0.9616	1.717	391
huggermugger	0.2815	-0.572	405
hugging	0.9973	2.426	375
huh	0.9186	1.368	344
hula	0.9347	1.479	383
hulk	0.9833	2.022	418
hulking	0.9152	1.347	389
hulky	0.8318	0.948	422
hull	0.9976	2.436	409
hullaballoo	0.9132	1.335	403
hullabaloo	0.9212	1.385	406
huller	0.3563	-0.365	407
hum	0.9853	2.062	407
human	0.9949	2.324	391
humane	0.9827	2.012	405
humanely	0.9669	1.777	423
humaneness	0.8418	0.988	354
humanism	0.9770	1.915	392
humanist	0.9852	2.061	406
humanistic	0.9861	2.080	431
humanitarian	0.9977	2.444	439
humanitarianism	0.9778	1.928	406
humanities	0.9898	2.168	393
humanity	0.9950	2.330	403
humanization	0.9803	1.969	407
humanize	0.9857	2.073	421
humanizer	0.8307	0.944	384
humanizing	0.9657	1.763	408
humankind	0.9876	2.113	402
humanlike	0.9189	1.370	407
humanly	0.9461	1.568	408
humanness	0.7780	0.756	419
humanoid	0.9661	1.767	383
humble	0.9977	2.441	426
humblebee	0.3417	-0.403	398
humbleness	0.9687	1.799	383
humbler	0.8815	1.164	363
humbling	0.9754	1.891	407
humbly	0.9870	2.100	385
humbug	0.9684	1.796	412
humbugger	0.5105	0.026	380
humbuggery	0.6792	0.461	371
humdinger	0.9122	1.329	353
humdrum	0.9416	1.532	394
humectation	0.3228	-0.455	378
humeral	0.4687	-0.078	384
humerus	0.8511	1.026	376
humid	0.9902	2.178	408
humidification	0.9123	1.330	365
humidifier	0.9881	2.126	421
humidify	0.9931	2.264	437
humidistat	0.5493	0.123	375
humidity	1.0000	2.576	393
humidly	0.8171	0.893	257
humidness	0.6986	0.515	219
humidor	0.7375	0.628	381
humify	0.4101	-0.225	378
humiliate	0.9895	2.160	381
humiliating	0.9921	2.232	381
humiliatingly	0.9144	1.342	362
humiliation	1.0000	2.576	379
humility	0.9976	2.437	413
hummable	0.7584	0.693	418
hummer	0.9608	1.709	332
humming	1.0000	2.576	386
hummingbird	0.9973	2.423	366
hummock	0.4056	-0.236	429
hummocky	0.2228	-0.754	404
hummus	0.9815	1.990	433
humongous	0.9462	1.570	372
humor	0.9895	2.159	380
humoral	0.5658	0.164	152
humoresque	0.5728	0.182	419
humorist	0.9504	1.606	423
humoristic	0.7648	0.713	421
humorless	0.9850	2.058	401
humorlessness	0.8710	1.114	411
humorous	0.9977	2.444	439
humorously	0.9815	1.989	432
humorousness	0.7284	0.601	243
hump	0.9950	2.327	398
humpback	0.9882	2.129	425
humpbacked	0.9553	1.652	358
humped	0.9923	2.238	390
humph	0.7421	0.642	380
